id,title,category,subcategory,outputType,imageModel,styleProfile,cameraProfile,lightingProfile,prompt,negativePrompt,variables,tags,version
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-folded-wings","Apex Raptor · Folded Wings","creature","Apex Raptor","Folded Wings","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS apex raptor folded wings for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise folded wings production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | folded-wings | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-skeleton","Apex Raptor · Skeleton","creature","Apex Raptor","Skeleton","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS apex raptor skeleton for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise skeleton production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | skeleton | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-musculature","Apex Raptor · Musculature","creature","Apex Raptor","Musculature","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS apex raptor musculature for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise musculature production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | musculature | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-internal-anatomy","Apex Raptor · Internal Anatomy","creature","Apex Raptor","Internal Anatomy","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS apex raptor internal anatomy for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise internal anatomy production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | internal-anatomy | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-feather-study","Apex Raptor · Feather Study","creature","Apex Raptor","Feather Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS apex raptor feather study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise feather study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | feather-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-foot-study","Apex Raptor · Foot Study","creature","Apex Raptor","Foot Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS apex raptor foot study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise foot study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | foot-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-beak-study","Apex Raptor · Beak Study","creature","Apex Raptor","Beak Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS apex raptor beak study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise beak study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | beak-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-eye-study","Apex Raptor · Eye Study","creature","Apex Raptor","Eye Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS apex raptor eye study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise eye study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | eye-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-lifecycle","Apex Raptor · Lifecycle","creature","Apex Raptor","Lifecycle","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS apex raptor lifecycle for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise lifecycle production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | lifecycle | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-apex-raptor-variants","Apex Raptor · Variants","creature","Apex Raptor","Variants","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS apex raptor variants for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise variants production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | apex-raptor | variants | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
